,Unnamed: 0,song_id,song_length,genre_ids,artist_name,composer,lyricist,language
24177,28090,HNeyS4ipyDLfa7xdnPgnHVEl9eNX8gxFFJMHunmlZKE=,248513,['465'],['Justin Timberlake'],"['Justin Timberlake', ' Danjahandz', ' Timbaland']","['Justin Timberlake', ' Danjahandz', ' Timbaland']",52.0
24198,28113,lMbo+mCopQr19daquoX3SpfeRXHOdBhqpA03FJD5xmw=,241031,['139'],['R. Kelly'],['R. Kelly'],['R. Kelly'],52.0
24207,28124,Kn0c3F7XQRNm5RU9cX1ugFXIufo6tatEsjnmKZcmWGo=,317994,['359'],['All We Are'],"['Luis Santos', ' Guro Gikling', "" Richard O'Flynn""]","['Luis Santos', ' Guro Gikling', "" Richard O'Flynn""]",52.0
24240,28166,nsVq3Z0dDo55tZDvWuRk4HoKh7jD7zUqSUBG65tLppQ=,260946,['465'],['ASIAN KUNG-FU GENERATION'],['Masafumi Gotoh'],['Masafumi Gotoh'],17.0
24423,28378,nR5V3fjlOKmFzjtsUSFNhIHbgerHVYzpYDZ3jG4ta54=,310896,['465'],['Depeche Mode'],['Martin L. Gore'],['Martin L. Gore'],52.0
24433,28392,mioAudY5FqrMOwdEPXeNS3gCmLc+Kmgjk3bWcXhrXpM=,321681,['1259'],['Travis Scott'],['Jacques Webster'],['Jacques Webster'],52.0
24439,28398,P55fXVE8EH+WY10JeSxPZSaNeijrF9u51SFSUvIQ4ao=,222400,['139'],['Chris Brown'],"['Chris Brown', ' Jean Baptiste', ' Marco Benassi', ' Ryan Buendia', ' Michael McHenry', ' Nick Mash', ' William Orbit', ' Brian Kennedy', ' Alain Whyte', ' Priscilla Hamilton', ' Alessandro Benassi']","['Chris Brown', ' Jean Baptiste', ' Marco Benassi', ' Ryan Buendia', ' Michael McHenry', ' Nick Mash', ' William Orbit', ' Brian Kennedy', ' Alain Whyte', ' Priscilla Hamilton', ' Alessandro Benassi']",52.0
24442,28402,dh17PUwIJb8Qfqgsl3+sMbLkSWED/eXE0hVaJZVPoLs=,226351,['921'],['David Bowie'],['David Bowie'],['David Bowie'],52.0
24444,28404,MaEH5hRjQG7F4G5Bg/7M/IaVQnJz/TxCuTynjMCkDiM=,262567,['465'],['Leona Lewis'],"['Jesse McCartney', ' Ryan Tedder']","['Jesse McCartney', ' Ryan Tedder']",52.0
24455,28418,cn93oTdOU2Syhz+0VA3za5NoXudmsQtamK2zrGyD6gs=,220734,['465'],['Ashley Tisdale'],"['Ashley Tisdale', ' Joacim Persson', ' Charlie Mason', ' Johan Alkenas', ' Niclas Molinder']",['Johan Alkenas'],52.0
24461,28425,um0LQaBVEiqXXQWVpWkTbxh4F9+0v69hgT/Gd/o6ZDY=,201335,['465'],['Beyonce & Shakira'],"['Tor Erik Hermansen', 'Beyoncé Knowles', 'Ian Dench', 'Amanda Ghost', 'Mikkel S. Eriksen']","['Tor Erik Hermansen', 'Rudy Pérez', 'Beyoncé Knowles', 'Ian Dench', 'Amanda Ghost', 'Mikkel S. Eriksen']",52.0
24469,28435,Q8mAksR+xQoXrtlj2lo1iIUZQ9qr2F4EK+o/ZYB9vek=,288011,['465'],['Rita Ora'],"['Chris Brown', 'James Abrahart', 'Balazs Harko', 'Robin Ellingsen', 'Rosina Russell', 'Tinashe Sibanda', 'Marcus Lomax', 'Jordan Johnson', 'Stefan Johnson']","['Chris Brown', 'James Abrahart', 'Balazs Harko', 'Robin Ellingsen', 'Rosina Russell', 'Tinashe Sibanda', 'Marcus Lomax', 'Jordan Johnson', 'Stefan Johnson']",52.0
24490,28461,lTgYlWoxRPyyF061TADBFNt7qRBZVkwuc8owFZcdLDw=,228528,['465'],['Britney Spears'],"['C. Karlsson', ' P. Winnberg', ' H. Jonback', ' E. Lewis', ' B. Muhammad', ' C. Nelson', ' J. Que']","['C. Karlsson', ' P. Winnberg', ' H. Jonback', ' E. Lewis', ' B. Muhammad', ' C. Nelson', ' J. Que']",52.0
24498,28473,0i+izlk6J/z9sJ3MkBzZm9K07CZ1r8blfi+o8W6mcp4=,186688,['359'],['Alex Turner'],['Alex Turner'],['Alex Turner'],52.0
24504,28480,BkJwcJAIakVy2FCiwnbtLahQNSn6xUVbr1nHQcCaaw4=,295497,"['864', '843']",['Yami Tabby'],['Rei Ishizuka'],['Mike Sugiyama'],17.0
24508,28485,kYmqrwALa2Xn2PGR3jcQyyhsyta2dSgfmZbq50WKp3w=,186001,['139'],['Tamar Braxton'],"['Tamar Braxton', ' Atozzio Towns', ' Tiyon ""TC"" Mack', ' Edsel Alexander', ' Kameron Glasper']","['Tamar Braxton', ' Atozzio Towns', ' Tiyon ""TC"" Mack', ' Edsel Alexander', ' Kameron Glasper']",52.0
24509,28486,zmF3JblmkrqWa+lu3cYwoItBG2dZEMs+8Z6hhIRe45A=,227683,"['1616', '2058']",['Various Artists'],"['Nicola Fasano', ' Stefano Bosco', ' Enrico Zulianello', ' Matteo Brisotto']","['Nicola Fasano', ' Stefano Bosco', ' Enrico Zulianello', ' Matteo Brisotto']",52.0
24514,28493,w+7KJVz4ivvkrCOB/fvdb06g+CRo0CP8s0yRHbjR8Qo=,257709,['2122'],['Kenny G'],"['Andrew Ridgeley', ' George Michael']","['Andrew Ridgeley', ' George Michael']",-1.0
24515,28494,rR1cBB0xuPE21ED3BH/+Fn1qumweyElHiEI6SKL62+w=,184223,['430'],['George Ezra'],"['George Ezra', 'Joel Pott', 'Cam Blackwood']","['George Ezra', 'Joel Pott', 'Cam Blackwood']",52.0
24516,28495,W37TkqQ43kjVjWTcZNevz8NAIYVv/UoV7vfRSnqQhR0=,243652,['465'],['Union J'],"['Wayne Hector', 'Steve Mac', 'Lindy Robbins']","['Wayne Hector', 'Steve Mac', 'Lindy Robbins']",52.0
24518,28497,w0fPgpXUfWU8e+bDyczwOKbeboMM7XExi5txM2+I2vY=,225367,['359'],['MS MR'],['MS MR'],['MS MR'],52.0
24522,28501,4Kx78nh+GkgN77hKws99aoucr4wxF3xlyalTSvV2Kic=,228112,['465'],['J.D. Souther'],['J.D. Souther'],['J.D. Souther'],52.0
24540,28521,HoqUZuTJY4GXCl8KkspKpQA9FDOK68DfTsTp9a9/6ZI=,323175,['359'],['Foster The People'],['Mark Foster'],['Mark Foster'],52.0
24541,28522,VkWWRsrHRcqzwjGAzN6+BJXxUOnCWFt/B1MM/J7MFKM=,167967,['139'],['Alicia Keys'],['Alicia Keys'],['Alicia Keys'],52.0
24548,28529,mFg0+RtBpkXDF195KE13uuLjmo5tgzTSNPOLVu1lMIc=,203999,['465'],['Hilary Duff'],"['Christine McVie', 'Eddy Quintela']","['Christine McVie', 'Eddy Quintela']",52.0
24549,28530,PWMn900hrUGo1oxhnO45GsM9iBjKVCN/Pf9XXWfr620=,219742,"['1609', '2107']",['Electric Youth'],"['Austin Garrick', ' Bronwyn Griffin']","['Austin Garrick', ' Bronwyn Griffin']",-1.0
24551,28532,uBwaxwrnhltFBpuHuSCpgDy4OSFe8krU54yGIQ1G9XA=,269670,['465'],['Sam Bailey'],"['Kenneth Edmonds', 'Antonio Reid', 'Daryl Simmons']","['Kenneth Edmonds', 'Antonio Reid', 'Daryl Simmons']",52.0
24557,28538,i7nAQMfpc+XjShjitt6iF9PXE4yFev3HIYzD1SOABRA=,203032,['1011'],['Chet Atkins & Jerry Reed'],['Hank Williams'],['Hank Williams'],52.0
24563,28545,al0mNEUpazPUw0cFkp32C+hYio7vJ7+Hb9jwaeSCbI4=,161969,['1609'],['Julian Perretta'],"['Julian Perretta', 'Clément Boucaux']","['Julian Perretta', 'Clément Boucaux']",52.0
24571,28554,W3Na+g6N/6X0Uu0duQ44k4ij5C7uTkJ+nMvxNckKaPc=,201963,['1616'],['Fedde le Grand'],"['Fedde Le Grand', ' Robin M Christopher', ' James New', ' Laura Welsh']","['Fedde Le Grand', ' Robin M Christopher', ' James New', ' Laura Welsh']",52.0
24578,28563,h888zh1AbK80fCb5JWRRdpzdcLJ9kZAg12WzetFPIDM=,281286,['1152'],['Joyce Moreno'],['Joyce Moreno'],['Joyce Moreno'],-1.0
24593,28579,LyFADOGzOcICmUeSSsMbf+lx6fms4x3OYA0QjeUDSNo=,255565,['1259'],['The Pack'],"['D. Johnson', ' K. Jenkins', ' Brandon McCartney', ' Lloyd Omadhebo']","['D. Johnson', ' K. Jenkins', ' Brandon McCartney', ' Lloyd Omadhebo']",52.0
24595,28581,Zl4U1I+UifpYnLSTpKHUslpHQ8OWHkKclJoS9Emc8es=,270550,['465'],['Various Artists'],['Huang Hao-Wei'],['Liu Wei-En'],3.0
24596,28582,ySKyjr3ZYLvFs7VfO0YJdN4vrdQrNx49QTeqIhW5PV0=,235790,['1259'],['Travis Scott'],"['Jacques Webster', ' Leland Wayne', ' Adam Feeney', ' Mike Dean', ' Jordan Houston', ' Larry Price', ' Michael Barnett', ' Will Barnett', ' Chad Butler', ' George Clinton', ' Jr.', ' T. Noporat']","['Jacques Webster', ' Leland Wayne', ' Adam Feeney', ' Mike Dean', ' Jordan Houston', ' Larry Price', ' Michael Barnett', ' Will Barnett', ' Chad Butler', ' George Clinton', ' Jr.', ' T. Noporat']",52.0
24602,28588,6Uzudmqgo7dVmQh6iLwNIed9iV+dbaSwMLlcZoF57TE=,175777,['139'],['Ray Charles'],['Ray Charles'],['Ray Charles'],-1.0
24605,28592,BVpzqT2PugYWk+QG/PPaOrFO+wKnzMT7aogvhMz4S4A=,245899,['465'],['Air Supply'],['Graham Russell'],"['Graham Russell', 'Clive Davis']",52.0
24611,28600,ZNRnQ339slqdjVHBDSjDt5YPexWSTHxvbTbSv7UfUYg=,319175,['1609'],['Mariah Carey'],"['Mariah Carey', ' Calvin Broadus', ' Trey Lorenz', ' Teddy Riley', ' Gene Griffin', ' Timothy Gatling', ' Aaron Hall III']","['Mariah Carey', ' Calvin Broadus', ' Trey Lorenz', ' Teddy Riley', ' Gene Griffin', ' Timothy Gatling', ' Aaron Hall III']",-1.0
24633,28625,4/Lu/FheGDYQ46jRKf+Ve8lrXOymkuWjeDfxCuIh5x0=,209351,['1259'],['MoNa a.k.a Sad Girl'],"['MoNa a.k.a Sad Girl', ' Fuekiss!']",['MoNa a.k.a Sad Girl'],17.0
24852,28890,uuJU/FN77BkXdFo+msYeJHeNwRzU+UxGxxh/GtHdC/o=,278840,"['352', '1995']",['The Stone Roses'],"['John Squire', ' Ian Brown']","['John Squire', ' Ian Brown']",52.0
24900,28950,C21OIDw3oY031+0AI6R57yn0oGDg0uwogkEt+ydEhzc=,271188,['921'],['Whitney Houston'],['Dolly Parton'],['Dolly Parton'],52.0
24901,28951,yHNjYWutFMldV+ZTbf8yG6/DIdVkrAvUnGB7A+OgW3M=,165799,['465'],['Various Artists'],"['Benj Pasek', ' Justin Paul']","['Benj Pasek', ' Justin Paul']",52.0
24902,28952,w811q+HaWNyDLZJ+9IQ5AHX9Aw/D0VnqcfUBg8znx4E=,229155,['465'],['One Direction'],"['Julian Bunetta', ' Harry Styles', ' Ali Tamposi', ' Ruth Anne Cunningham', ' Teddy Geiger']","['Julian Bunetta', ' Harry Styles', ' Ali Tamposi', ' Ruth Anne Cunningham', ' Teddy Geiger']",52.0
24904,28954,3G0d1Xu6PMLKANNtFanS8j7JerRRobUvi2j3DXbg9rs=,241920,['921'],['Various Artists'],['Park Woo Sang'],['Park Woo Sang'],31.0
24906,28956,gPkjjMNO9/eNy1W9f4pHXZo1dlex5ozRfSBWQ0SH+i0=,200515,['465'],['The Veronicas'],"['Lisa Origliasso', ' Anthony Egizii', ' Jessica Origliasso', ' David Musumeci']","['Lisa Origliasso', ' Anthony Egizii', ' Jessica Origliasso', ' David Musumeci']",52.0
24907,28957,5nOUXtfY/5SX14wd6hFSK5Xws5Ssnm5dYTURba+S8M4=,222520,['1609'],['Calvin Harris'],"['Nathan Duvall', ' Ina Wrolsden', ' Adam Wiles', ' Gavin Koolman', ' Luke McDermott']","['Nathan Duvall', ' Ina Wrolsden', ' Adam Wiles', ' Gavin Koolman', ' Luke McDermott']",52.0
24908,28958,FZuvbCVkveFnyluqUJfhDgZFwi9Y7bbRSNUJYg251L8=,188719,['465'],['One Direction'],"['Jamie Scott', 'John Ryan', 'Julian Bunetta']","['Jamie Scott', 'John Ryan', 'Julian Bunetta']",52.0
24909,28959,amQLJIBc3c2n0qB7YpgE5dLqHyO7YkRT/oqLvV3HTEc=,188038,['465'],['Meghan Trainor'],"['Meghan Trainor', 'Kevin Kadish']","['Meghan Trainor', 'Kevin Kadish']",52.0
24911,28961,MUkoy11HhUsTRvQEOBYQCIvWb6n4pndA/16/8rZHNhY=,195787,['1609'],['Oliver Heldens'],['Oliver Heldens'],"['Becky Hill', ' Uzoechi Emenike']",-1.0
24913,28963,wly0q8JexAcswRnA5lcVZZ6lfT0jB7cMm4juNAj/+l4=,218044,['465'],['Fleetwood Mac'],"['Christine Mcvie', ' Eddy Quintela']","['Christine Mcvie', ' Eddy Quintela']",52.0
24914,28965,c7Tm081g+R88rtoTKAiR3+VZJbV5VWIlFo2YH3CvRIc=,229355,['1609'],['David Guetta'],"['David Guetta', ' Frederic Riesterer', ' David Nagy', ' Giorgio Tuinfort', ' Zsolt Milichovski']","['Breyan Stanley Isaac', ' Danny O Donoghue', ' Jason Evigan', ' Mark Sheehan', ' Sam Martin', ' Sean Douglas']",52.0
24915,28966,uz5PYTN066rrYydP/IZCQrJjYn65zikNND9XkNRiFYw=,211890,"['139', '125', '109']",['Jay Sean'],"['Kamaljit Jhooti', 'Jeremy Skaller', 'Sean Paul', 'Marty James', 'Louis Bell', 'Gary Benson', 'Winston Sela', 'Maxi Priest']","['Kamaljit Jhooti', 'Jeremy Skaller', 'Sean Paul', 'Marty James', 'Louis Bell', 'Gary Benson', 'Winston Sela', 'Maxi Priest']",52.0
24916,28967,t9oV8VKpB6dbkdK99/Smt+IbdKzyLUlkhjRoanZYo5g=,196806,['465'],['Various Artists'],['Chung Yea Kyung'],['Chung Yea Kyung'],31.0
24917,28968,1Ey6dz8/j1GUBjqp7rsJOpjJ8An/asN+qPnUlLjT/O8=,227771,['1259'],['Kid Ink'],"['Brian Todd Collins', ' Ned Cameron']","['Brian Todd Collins', ' Ned Cameron']",52.0
24918,28969,cl4IshCjkdLfN7dhGR5DhroKcq4ItfGDEC5rQUlUfzs=,245899,['465'],['After School'],['Brave Brothers'],['Brave Brothers'],17.0
24920,28971,xA2Eq4Jq70GvA97VUZal9sEj2Vq6AHkpHC4eHQC/5CQ=,237201,['1259'],['Maître Gims'],"['Maître Gims', ' Renaud Rebillaud']","['Maître Gims', ' Lefa', ' Insolent']",52.0
24922,28973,xYx0CktbTWuZaF/f2T2J/rZX+/WB4BVOsVCu4Z2Ay98=,233518,['465'],['Michael Jackson'],"['Michael Jackson', ' Randy Jackson']","['Michael Jackson', ' Randy Jackson']",52.0
24926,28977,Tv65QWytBRL/NlqAwWy5vgx6EnrF4o4d/gK6vw8wqU0=,206612,['465'],['Little Mix'],"['Matt Radosevich', 'Julia Michaels', 'Shane Stevens']","['Matt Radosevich', 'Julia Michaels', 'Shane Stevens']",52.0
24927,28978,1pBLfDMJcKhOLgJa+aUyyC635NVUykZEoHHn5BWPcJ8=,242233,['465'],['Olly Murs'],"['Olly Murs', ' Steve Mac', ' Wayne Hector']","['Olly Murs', ' Steve Mac', ' Wayne Hector']",52.0
24929,28980,aHFSSDuYIWHEiZxmo7gLpA37OMOSaEy9bO7QuSP63Xw=,226933,['465'],['James Arthur'],"['James Arthur', ' Mustapha Omer', ' James Murray', ' Jonny Coffer', ' Wayne Hector', ' Ronald Bell', ' Robert Bell', ' George Brown', ' Roy Handy', ' Cleveland Horne', ' Robert Mickens', ' Gene Redd', ' Gene C. Redd', ' Claydes Smith', ' Dennis Thomas', ' Richard Westfield']","['James Arthur', ' Mustapha Omer', ' James Murray', ' Jonny Coffer', ' Wayne Hector', ' Ronald Bell', ' Robert Bell', ' George Brown', ' Roy Handy', ' Cleveland Horne', ' Robert Mickens', ' Gene Redd', ' Gene C. Redd', ' Claydes Smith', ' Dennis Thomas', ' Richard Westfield']",52.0
24931,28982,0+DKMAt+t71HYh/wyfD85JXLGscCNMJw+JxeVPAddgQ=,218070,['465'],['Before You Exit'],"['Connor McDonough', ' Riley McDonough', ' Ryan Daly']","['Connor McDonough', ' Riley McDonough', ' Ryan Daly']",52.0
24932,28983,MFzr/9unRs1wHCmzDnUuNgMVHHTrnV3zqY27GLVmdQQ=,233732,['465'],['The DEY'],"['Mikkel Storleer Eriksen', ' Phill Taj Jackson', ' Rafael A. Torres', ' Tor Erik Hermansen', ' Emilio Cancio-Bello']","['Mikkel Storleer Eriksen', ' Phill Taj Jackson', ' Rafael A. Torres', ' Tor Erik Hermansen', ' Emilio Cancio-Bello']",52.0
24933,28984,3m08z9OJVEcZc1wOleFx6h3vPhwBka5RCI0xZVnWIkY=,214125,['465'],['Avril Lavigne'],"['Avril Lavigne', ' Chantal Kreviazuk']","['Avril Lavigne', ' Chantal Kreviazuk']",52.0
24936,28987,ns4XzIoq6UBe/okEoBRLXPb7IZTN+vnZCEmoHyXYnv4=,311008,['465'],['George Michael'],"['Adam Clayton', ' Paul Hewson', ' Larry Mullen Jr.', ' Dave Evans', ' Brian Eno']","['Adam Clayton', ' Paul Hewson', ' Larry Mullen Jr.', ' Dave Evans', ' Brian Eno']",52.0
24937,28988,25sSJLieETKoVLaRCep95rDl38cED/2zAint6Y2cCpI=,238701,['921'],['Jesper Kyd'],['Jesper Kyd'],['Jesper Kyd'],52.0
24938,28989,g3caAWR8gn2xCxVTA5C5hcO/Ko2G+CVQbdAFQ8Zvmjs=,254650,['465'],['Michael Jackson'],"['Michael Jackson', 'Dr. Freeze']","['Michael Jackson', 'Dr. Freeze']",52.0
24942,28993,5QxAtzjnTU0/vXxOpPxyUF55kUtD7+NgD9TefiW6tMw=,182003,['465'],['Samantha Jade'],"['Samantha Jade', 'Carmen Reece', 'Jon Levine']","['Samantha Jade', 'Carmen Reece', 'Jon Levine']",52.0
24943,28994,MOdTP+Yez5OV41dBIPfGq5fMyUnD1q452l0xCo+r5yc=,235206,"['864', '857', '850', '843']",['Various Artists'],['Kei Hayashi'],['Kei Hayashi'],17.0
24947,28998,PZyqkml5+6O3ktWebr9scO4BxeWlKIFaOgkcTSPop9s=,234736,['465'],['Gavin DeGraw'],"['Gavin DeGraw', ' Eric Frederic']","['Gavin DeGraw', ' Eric Frederic']",52.0
24949,29002,20oVMtjbMCzh3SyChCIC3hqCWthXEh1hbeoXE+VaVbw=,235546,['465'],['Little Mix'],"['Peter Wallevik', ' Daniel Davidsen', ' Mich Hansen', ' Camille Purcell', ' Wayne Hector']","['Peter Wallevik', ' Daniel Davidsen', ' Mich Hansen', ' Camille Purcell', ' Wayne Hector']",52.0
24950,29003,igkLscYzR75bpTKmoq8xdpL2OdykbFqyWvBkExLsvZQ=,242426,['465'],['Michael Jackson'],"['John Lennon', ' Paul McCartney']","['John Lennon', ' Paul McCartney']",52.0
24951,29004,h6BsNz7SxUXReU56mkuKYxyFaEzfxBB/NhGZghnARho=,199807,['359'],['Foo Fighters'],['Dave Grohl'],['Dave Grohl'],52.0
25005,29069,BynNN3I2p4HuEFwn0jhsQUx6dqtO5BIJR1lbKcrAius=,329911,['465'],['The Doobie Brothers'],['Tom Johnston'],['Tom Johnston'],52.0
25048,29126,XwNSOlgr0stsnJeN5It2N+kU1fsom/Uoe5/ndbaE6YM=,237071,['465'],['Kelly Clarkson'],"['Toby Gad', 'Olivia Waithe']","['Toby Gad', 'Olivia Waithe']",52.0
25053,29132,PGFU4eEBKko3QNnamMqf9OgIZZ4pzQWAwb/tGHwYhGk=,209094,['465'],['Mariana Vega'],"['Mariana Vega', 'Sebastián Schon']","['Mariana Vega', 'Sebastián Schon']",52.0
25103,29192,feGk4MJ40KkgWq3yP9GTO+V7tUhGT3hijPgHxY06Rdo=,231585,['465'],['Three Days Grace'],"['Three Days Grace', ' Gavin Brown']","['Three Days Grace', ' Gavin Brown']",52.0
25132,29229,GpRs5Rrqo3lLXCimcE38ecZtvK2Uwuty3C9K1dByRkg=,240231,['465'],['Kenny G'],"['Mel Tormé', ' Robert Wells']","['Mel Tormé', ' Robert Wells']",52.0
25139,29237,FKpP/CLYty+2vPipJL3vbSFdy0RJuKd3n/5idUPHvgE=,204721,['409'],['Les 3 mousquetaires'],"['Antoine Angelelli', ' Nicolas Stawski', ' Sarah Hage Ali']","['Lionel Florence', ' Patrice Guirao']",52.0
25147,29246,Tz8uO98IbXoKfAH0CF2Pu0UBLJ3iO/6ZS0aS5r7L15c=,194693,['139'],['Bryson Tiller'],"['Bryson Tiller', ' Michael Hernández', ' Michael Johnson', ' Javelyn Hall']","['Bryson Tiller', ' Michael Hernández', ' Michael Johnson', ' Javelyn Hall']",52.0
25148,29247,VdouibK06jhv0yuRoCBk4Kp8zEM9gJXt0u4U+NRU0a0=,156757,['359'],['Green Day'],['Green Day'],['Billie Joe Armstrong'],52.0
25155,29255,idfJt7+QZxkmHznZ9n988zWGXzFkuOMdWomk+FrpxvM=,236574,['409'],['Celine Dion'],['Jean-Jacques Goldman'],['Jean-Jacques Goldman'],52.0
25160,29260,S4JqWgpRmjtj8vBl6Lju9erN7ITvspRVM8tt+Vnd6SY=,243670,['388'],['Various Artists'],['Roberto Picerni'],['B. Principato'],52.0
25172,29272,eVoAQE5OthVaE2x4C6/elNofjiEQzK1q/7fgqURACvA=,213237,['359'],['M. Ward'],['M. Ward'],['M. Ward'],52.0
25184,29285,mv/wcLLBLcT4iFwSsY/flPkCdgZsuf9r/hn68+1kl30=,188351,['1633'],['The Clash'],"['Joe Strummer', ' Mick Jones', ' Nick B. Headon', ' Paul Simonon']","['Joe Strummer', ' Mick Jones', ' Nick B. Headon', ' Paul Simonon']",52.0
25294,29416,0Kqlpo/4zarf7j6hLV2iIjsGvU0MhrLNhbHWjgWXJQ8=,308933,['465'],['Michael Jackson'],"['Rodney Jerkins', 'Fred Jerkins III', 'Nora Payne', 'LaShawn Daniels', 'Michael J. Jackson']","['Rodney Jerkins', 'Fred Jerkins III', 'Nora Payne', 'LaShawn Daniels', 'Michael J. Jackson']",52.0
25352,29485,YNTu+ou2lFU+oYXq3JC4bRglo6Z1RYRyjXBznApLItI=,240833,['465'],"[""'N Sync""]","['E. Shipley', 'Rick Nowles', 'A. Rich']","['E. Shipley', 'Rick Nowles', 'A. Rich']",52.0
25355,29488,wCTDcytJrVaHzaFsq+oGQoOJ3yL1BE6ne+DAijk/OsU=,298933,['465'],['Justin Timberlake'],"['Justin Timberlake', ' Chad Hugo', ' Pharrell Williams']","['Justin Timberlake', ' Chad Hugo', ' Pharrell Williams']",52.0
25373,29508,opmY8h0ct+6pKchaP+dkFYLGSrBgfdudDRy6Bjpkits=,202057,['465'],['Susan Boyle'],"['Madonna Ciccone', ' Patrick Leonard']","['Madonna Ciccone', ' Patrick Leonard']",52.0
25382,29519,N6NUPISLcf9S3J2RQTV8OyEfVaF+puiUfEPrMb08Lwo=,220421,['437'],['ASIAN KUNG-FU GENERATION'],['Hirofumi Goto'],['Hirofumi Goto'],17.0
25387,29524,fS1mPsRey7miQV+bcDkUuea1VG2/YDQpJJ0LVkI3E/w=,289985,['1609'],['Craig David'],"['Craig David', ' Tom Barnes', ' Ben Kohn', ' Uzoechi Emenike', ' Pete Kelleher']","['Craig David', ' Tom Barnes', ' Ben Kohn', ' Uzoechi Emenike', ' Pete Kelleher']",52.0
25392,29529,Uz+pIVNPiRby8TGA9Ry5+wZRPFAvc/MXYQ1+D20ifk4=,205750,['465'],['the brilliant green'],['Shunsaku Okuda'],['Tomoko Kawase'],17.0
25396,29533,umXW+0Vr6NaERMpU/AcAGE7onokWByMPVKJLyQHbL6g=,257656,['465'],['Empire Cast'],"['Kaseem Dean', ' Shawn L. Martin', ' Mark Batson', ' Harold Lilly Jr.']","['Kaseem Dean', ' Shawn L. Martin', ' Mark Batson', ' Harold Lilly Jr.']",52.0
25404,29541,72q/CGvKjzRyakoxsp9ko14sW5VQxjhVPjtNaInCgig=,258491,"['352', '1995']",['Swim Deep'],['Austin Williams'],['Austin Williams'],52.0
25407,29545,Uu4MQPLDYM88MMlmoeSF0HbU4HX8+fvvBuJ1An4nzfk=,313469,['465'],['Busking Stop'],['Busking Stop'],['Busking Stop'],31.0
25409,29547,YIT99iKOj151G3VLpDm1uQFM+GsrsHCwZmaSBuZXf0Q=,189293,['465'],['Avril Lavigne'],"['Avril Lavigne', ' Butch Walker']","['Avril Lavigne', ' Butch Walker']",52.0
25415,29553,lxU9DCcGlEMJrQl7USPDybORQVBznV3mj253A7cM2lQ=,219386,['465'],['Christina Aguilera'],"['Todd Chapman', 'Shelly Peiken']","['Todd Chapman', 'Shelly Peiken']",-1.0
25426,29564,vGi+/admQRAAS3LfvR2FmsV4pADIRYqavRE29FWh0ls=,191434,['465'],['Geri Halliwell'],"['Geri Halliwell', ' Anthony Egizii', ' David Musumeci']","['Geri Halliwell', ' Anthony Egizii', ' David Musumeci']",52.0
25433,29574,JyY+xCGcPWWvGTR+VZpVNOwKjf1ChoLMEGrdx8i6KZo=,313469,['1609'],['DJ Paypal'],['DJ Paypal'],['DJ Paypal'],52.0
25437,29578,3FoaOg5yueBudJbsHzyg4GowbdKDMx2//aiD4Myuq9Y=,226780,['2022'],['Pink Floyd'],['Roger Waters'],['Roger Waters'],52.0
25451,29592,yrzV+Chcf2/JPiKM1Yc9Kv5A9BSy9uj0r0CqPVmZA1U=,291065,['437'],['ASIAN KUNG-FU GENERATION'],"['Masafumi Gotoh', 'Takahiro Yamada']",['Masafumi Gotoh'],17.0
25467,29616,rhxpKp1xWw5RjOGK7ft5+5IvOn/KOk6rrUOYpZL+Ip0=,215852,['465'],['Kelly Rowland'],"['Kelly Rowland', ' Tank', ' J. ""Lonny"" Bereal']","['Kelly Rowland', ' Tank', ' J. ""Lonny"" Bereal']",52.0
25487,29641,EZLN7psQ8n797ejO4nrB5bLy2yfNyNOMJ5Zht1X9lQE=,173335,['465'],['Original Soundtrack'],['Richard Rodgers'],['Oscar Hammerstein II'],52.0
25492,29646,jVjo5d/Ry9nNIZZnIgCLRGZTNEsCfWy3kNEj/D9cnSA=,222066,['465'],['Jess & Matt'],"['Anthony Egizii', ' David Musumeci', ' Matt Price', ' Jess Dunbar']","['Anthony Egizii', ' David Musumeci', ' Matt Price', ' Jess Dunbar']",52.0
25539,29708,HmALlpwpQWuXCcOwIBKS9nL/FXHHB36tHnMsI94v2PE=,238611,['437'],['ASIAN KUNG-FU GENERATION'],"['Masafumi Gotoh', 'Kensuke Kita']",['Masafumi Gotoh'],17.0
25569,29748,cQ2zy3+P7fp+JQLkFF4xrQzWu+P161SUaQqiYd/Mb6k=,180568,['1616'],['Juan Magan'],['Juan Magan'],['Juan Magan'],-1.0
25571,29750,1rCLxu/dY0YrqHCq/xDvvcoYQwE67dhvhG23t5h7uqU=,264103,['465'],['Kim Bo Kyung'],"['Tae-Sung Kim', ' EunJin Ahn']",['EunJin Ahn'],31.0
25576,29755,l7VoAAc4pNkcvDAopWmyUNxOkkxvzJbL0K2Qq+rI4Zs=,157988,['698'],['Frank Sinatra'],['Sammy Cahn'],['Jule Styne'],52.0
25580,29759,Hz/unGr0IY/ij0np80VhFL699OhWIdqCze24cZex2YQ=,238097,['465'],['The DEY'],"['Emilio J. Cancio-Bello', ' Rafael A. Torres', ' Elan Luz Rivera']","['Emilio J. Cancio-Bello', ' Rafael A. Torres', ' Elan Luz Rivera']",52.0
25589,29770,BdV9aupn/wUwIOpklO1nnkuG6BJfoJXkIabQO2meKeQ=,256375,['465'],['Michael Jackson'],['Michael Jackson'],"['Michael Jackson', ' B. Bottrell']",52.0
