,Unnamed: 0,msno,city,bd,gender,registered_via,registration_init_time,expiration_date
6327,14845,T+FbAFbapWRG9QZQkxzW7qU0Dq4wTOfhniy/HJY1Lrw=,15,27,female,9,20111008,20171015
6332,14856,ndT1Ta5iOjcf4E2G70DpfERVJ7ZREwO39tYE9s1xMhw=,21,25,female,9,20101207,20170930
6333,14857,Mbtav4rMFCrGsOD4MfB42yUGOxrVsVFfVxo0XDLvquQ=,13,21,male,7,20120819,20170924
6334,14858,PJmjnghY5nEuU4hHF0akEr3rRc1Hetzw3xjr4Y/qr9w=,1,21,male,3,20170108,20170111
6337,14863,/ngUrSTVbcUCAQRmDarW+LSEnb8K9fphAC4wftuHiT0=,15,21,male,3,20121222,20171007
6342,14877,ww63lOLiAhC0FE8k2LwrCqSuuZsKPiLQ2wPbpOzA7HQ=,4,19,female,3,20170130,20170202
6343,14878,IRcqmx0+A7N8fvtd9/MZOeTvNKWTA14olyKyb10RnJc=,15,23,female,4,20170218,20170314
6344,14885,kuKz4H07NF79QiMocM87m+4uIj7PofHrWOX21shh2Es=,1,21,male,3,20141015,20161106
6345,14886,epLBtnyo/YseoYdePH5y6eESvmQDsdGQ984a+wlLD8s=,17,20,female,7,20140112,20170911
6346,14889,vzAW1qdVOx348Bmhl0GJW/f2LkN1CWFBPLG0d0QVEAs=,5,19,female,9,20150227,20170813
6347,14892,KUvHv5BsvTBrdf8DKxX7bk7dBbFf3Cgt8Mfyhcj6bFU=,13,25,female,3,20120721,20170604
6349,14908,Le5LNzDvbkt2stVfb0wCAC1/YBlTT9J5K2l0CTTo82I=,4,27,male,7,20120115,20160222
6351,14911,6bml4uZEgPbUsvYHHobUy5Lfd8byNd4KFnOUfvUIgyw=,4,19,male,9,20110912,20180206
6353,14913,55O6Y+OypWkyoXwj4xz9dzlAPcs/VhtWQ2c8XRuvHlg=,3,23,female,9,20150309,20170812
6357,14923,Y47G+TKP46qKHM9Li5wwgzniLbj5xCsFREqtiiBi/SE=,15,28,female,3,20150505,20170119
6361,14930,OAbNAYR8bmVAGza1dtqVvEG6kgop0iXIqtzy805SEXQ=,5,24,male,9,20060307,20171002
6362,14931,x57yiRnmVd8fhR9uKHeBAxWBHaNcJ/+k7sw550clOag=,14,18,female,7,20140613,20170609
6365,14936,u4U/HSHCm8LhWRMm9Ar7Jh61i0NNRBIyF/S8KunSYpU=,13,23,male,9,20130812,20171018
6369,14948,gVBT5CtdWPIJpb591ftg5M+EskSAtj707rfCbVLqmAM=,13,26,female,9,20160405,20171010
6373,14956,r8wqDDYWMCz2YkssM7eJypKiOL/A7xTAWshqsegbeyA=,4,27,male,3,20130925,20171006
6374,14958,2gMW1K2flBI1XebkYoqIYkDgS29sSejXq3WRVwC3eDk=,6,24,male,9,20150926,20170708
6375,14959,UhF0Bc6aXcXyQ/ZkT6TiLdQOAWUy17pdd93Dwr6gtsw=,5,22,female,9,20060514,20180201
6377,14962,54vP8QTb73o2pq37HH7E4sH30FdYh9RIJNrEPLFhqzg=,13,27,male,9,20090209,20171004
6379,14964,8I7lew4g09tSAyY7XDgVUAJUpWPgneIiprWUxxHv5iE=,22,25,female,9,20141004,20170709
6380,14965,TEfth6JpdyXBbqQANYx+OVPPzKF2pLr+L1kikdkrNeI=,13,24,male,9,20090325,20170121
6382,14968,u6y6btC4mBsKrMho3nJsKU0WK/XPkOvE02IadB7VyUE=,9,25,female,3,20140903,20180307
6388,14978,EmW6uZVU8a0y5CoWSsc+V3+6E80hSVMo84VVxj49Kkk=,17,22,male,7,20160627,20170930
6391,14983,XttPvwv7Jh9JyOcFr6RCfFgQkMY2JoiTIsRpIekpgo8=,13,18,male,9,20120711,20170726
6395,14999,DcFG9BowgkXyyXc/4sQx1BkFBkELT3bM6pijjCacbyY=,3,23,female,3,20130329,20171107
6397,15003,zYTm2T59lT+Z/hpoywdET+EGMcRhwi4rzL7WD09iRC0=,13,25,female,9,20130824,20170917
6398,15004,dQqcpsaNvBz9kHaerlrjAA4f+llFR1A7BedzNSj9KIo=,5,25,female,9,20100123,20170918
6399,15009,ajlizIyB3BZ+NDcUCin0TXuDFqcNuJmh3x3vNPeBN/c=,13,24,male,3,20130807,20170907
6401,15011,yYNSn45/1PszLnGOWZRh+vx8QzucH28fr7gTyRKNWr8=,4,28,male,9,20051117,20171015
6402,15012,eMUTCmVLNiPFUfwb0ZThJQvcUFsY44LeTp+kUkecCzM=,13,25,male,3,20141007,20170126
6403,15014,J3V1KDCS06hPJRf+ryFvw3F7BnqOxadxa7Mu6OriIyM=,4,24,female,9,20131114,20180813
6405,15021,CkWJHzxD6g/LUcUbQVVSn8Hmj+vQkygymg670HJPzDE=,15,19,male,3,20170122,20170125
6406,15025,urcsb/lu7K7padG0Ixf0KaRoMrZc9bzBPQih4rWk0kQ=,4,27,male,9,20060908,20170206
6407,15026,c+FFylNXZT9X/dLfCQctKidCq+JEYnIZ4D0g7k2qyk4=,6,27,female,9,20090601,20170208
6411,15035,vogx/mETEY0eS4iDkR9Ny+3ZIGEpN9r7ANAgF7pPPis=,4,27,female,9,20061030,20170921
6412,15036,hzhwfsIVMIb1ZfD1ATV66uAfqIESS5bxyEr18Ad/1PY=,1,20,male,4,20170107,20170110
6414,15049,gQLrd2rCQ1n6oRex8cUFW/dPnJF9Jwav8dDAXJJp4TU=,8,28,male,9,20111223,20170815
6415,15050,cc+EAeS+ruyrnjzOszFQx/2isjGX55hBgH9Kbl3sols=,11,24,male,9,20060709,20170707
6419,15065,mQszG71ogcH4ZEOUQUG6rxEhFzfOTiiGrWohjGa88Rw=,14,19,male,9,20150227,20170908
6422,15071,NGsQtyxwDfJx7EHXdt8Po1SeE0tuoN0nQuV66qVd84g=,4,20,female,4,20151027,20170912
6423,15072,J+cKamrE/3aWC4sR2XLQE3K77aXV+0IuFU5VG6W/Jp4=,22,27,female,9,20160424,20171023
6424,15073,gUvDYOH9L3AQ6zjrqgjl0kPJwT4fKdEDa7/RRTKsIbo=,5,19,male,9,20090519,20171004
6429,15088,YalJ9Q+msl3FB3wK7VHMsJDSfAfhld2yt5lSHNQeHc0=,8,22,female,9,20140105,20170925
6430,15089,d9iHeoO9RTtq9H2VyHX0UMxpk3i7p+YdoJBmq8Bpaek=,22,24,female,3,20141030,20170915
6434,15097,CupbxQzEkLgl/En3nYDVinZYrFXHZB8UisH51nb7d28=,21,19,male,3,20140827,20171129
6436,15099,O0yPVrXeR+lTuR8PKDlxqvFqLw90YnoA2jLYDNR2Jik=,6,22,male,9,20050728,20170809
6437,15100,EgcYJ/qVVFD5g4I66JjB6QKZLN8AC3qxjALbX/9mAvY=,18,26,female,9,20100126,20171012
6440,15106,rjBacZhJm7FnlFRuIRxLlZxMD4Q/YHmms1535Mk4xik=,16,22,female,3,20120714,20161202
6441,15107,EKyxDHfdsqG6CBo+x+mSiFiHwEmCDceKGe7dcDCiqN4=,14,26,male,9,20150628,20170922
6443,15112,asp4da9+OuEmLl7cLIis+3PQC0LE6jiFpveP/rOudRA=,15,20,female,9,20120616,20171104
6444,15115,bC3n18yno7LZ9KS/ncRICc5ZktPrQGYlxARKm1TmXrw=,13,23,male,9,20161207,20170712
6447,15124,qDB2vBy1EtWJl6hWNyinKVLrT4rpOAX5NbuTbSrxXYs=,5,21,male,9,20120626,20170912
6448,15125,jcs99a/JeUZZQkteKo5dWY/CqUQIx+U51bEyGcfjC48=,13,28,female,9,20061021,20171001
6453,15138,28wIOvcCxEQ2NGCCwF4894ktifbcxRRehEwZ4AzZizM=,5,28,male,9,20140328,20170930
6455,15143,mVj3XcxHHjl8Pk31NfX8GZdc/wkGZbGkEHlO5KtpUr8=,22,21,female,9,20150730,20171006
6457,15146,adr/jVbd1jtJfHs+OgV/o/31P33WvMrnPx4ev4Jd7n8=,5,23,male,9,20070604,20171003
6460,15151,H5twsRfM47/r9aoT9n+IEBAG7uVCoA9D2p814Vdvq5c=,1,18,male,3,20161116,20161123
6461,15159,rMy2JCeYP68vL2O8gtzPzia0kiKaAFgbY2k5qA0h0f0=,13,21,male,4,20160913,20180128
6462,15160,BWpn/AfjYyK9DSC3qIhkhiOTaL6T+tyvOyRiLzunYoQ=,14,22,female,7,20130218,20170614
6467,15170,X4pUG/DpKzqSd0m9beg4dvfCCYsqS2sT9DCLERGyEV4=,13,25,female,9,20110927,20170709
6469,15180,KYpy9UeaVaHmAYQeYQ06ujMLJKwQyfEu7uujlhw3gKQ=,17,22,female,9,20070513,20170813
6470,15182,p4Lh9yNU0jecmtydr6fb1X4BJqq1NWb5Upt6jAc5ULo=,13,20,male,3,20170111,20170114
6472,15184,thTcziie727eB5PSBBeSPEv6+eezKpAg4ftg0RUKJLM=,13,26,male,3,20130125,20170930
6473,15185,rUu6rZxZAIwDKmUsqLMneejOi36NYOjrHDEdZ/oZKNI=,14,26,male,9,20121024,20171001
6474,15187,kED0uRnmECVD18+Nplx99zoF6BiVGOpZPZYLLjdKi94=,5,26,male,4,20161112,20161214
6475,15188,NcmCTsi7qV/Bk3K13wxa1+utLssqS7PK4ZY56R/ne5M=,5,28,female,9,20110726,20171024
6476,15191,XFHKgsch4+V0Oi97GZMRyDP+N36d+YDlWqpuqy6avJ0=,5,18,female,4,20170112,20170415
6477,15195,B0ncmPJ/0oRTs21toOILr2gVIQafYyorOkO1TJjEOjc=,5,19,female,4,20161229,20170108
6478,15199,2PLx8vrCny+4Nj8b1FFwW6OVp5KcNmNa0j1ReoEHJ6Y=,4,22,male,9,20150213,20180513
6479,15204,2b07XwAy0MRgb5X7aPVvzhrDAOEU1xdiJtr25oJYYB0=,18,22,female,3,20150822,20171006
6481,15206,rX01XMREMJ9owtr0o/V1cnMtf56Ip3Q1GxIu9DjPBn8=,6,26,female,9,20150215,20171005
6485,15215,CL9FLbmWDjR3dWSxS6KU7CEbY0ZylOF5bY66ABx2udw=,6,21,female,9,20141012,20171008
6487,15218,a597TFljFvFy4y4wZ1asMZRXj7v5nqwIvboonI1Rtsw=,13,25,female,9,20141115,20170917
6489,15220,LQMeAx8wtokRN1Pw6xjzpFMIXuleW5Pfgy0r9BhXznA=,15,27,male,3,20120911,20171018
6492,15228,rci6ou3ApNe04WV5GGbmgDUHWf1gdYxIh/lQqjZDel4=,10,25,male,9,20080119,20170618
6494,15231,8Oi+9zbLW9n0ZzSmrt7f1+b8G7DRitoArRGrYiABnsc=,5,27,female,9,20110703,20171005
6499,15242,6RNnIOpizxzOg3sOpYStRhR0wz8U2UPAL1EgMCWv4Es=,15,18,male,3,20170205,20170208
6501,15272,Z+gD4WJ3Xkkrn6w3+SRUqtuxs/T1ow4bIUIMORmfVp8=,14,19,female,9,20110127,20170611
6502,15273,qN4bEnk3Bg8UOrfcjCJDXAAt0Fzh4LiDLWyPYE+/z4M=,5,21,female,9,20080409,20171003
6503,15275,+B+oiYLl5kv1IDNQv6PBkoh/Ar60ZjRfXQmUK7zvJO4=,13,19,male,9,20111103,20171027
6506,15280,9eyBOwdDbnhaNP3zJEFVicL+FO+y05g608kBfFujA9Q=,5,22,male,3,20141116,20170911
6507,15292,U7O60R1yE4MSdsFBv8ni9Wo6Jcd8SCp2XH+GkUOuWks=,10,20,female,7,20160311,20170910
6508,15294,8yqONHUk7HkXaHxTq2XHPr3ZOZYsN2LUEM67PuxLyxE=,5,23,female,4,20160208,20170613
6509,15296,WdUbZ8UnGA8n3upou6zEuIJegFIntyQwxi+MaQkz0mc=,12,18,female,3,20150110,20170912
6511,15303,V5Oij9UztvsevaAYvhXKWDeoH5nT306wAB/3n38MdUY=,6,22,male,7,20130221,20170930
6512,15306,sA1dzITUpEmmuonbw5RXmeP1KILtMoZOteE22rdbVu4=,22,27,male,9,20050423,20171015
6513,15308,hSsd/juLOgEiX7B2ZxoFSj/hZY7DmuueZZDcvZj5BSg=,22,21,female,9,20140710,20170207
6514,15309,sgT7F0PbR9/iCyzeSzcl//+E+fK3CeZmM1deeeJ5rZ8=,4,27,male,9,20051028,20171006
6518,15316,qxxyPoi5vk8ARI7cnvzJJRg7vHkx6LpiU3Y/nOImgZA=,4,23,female,9,20110703,20171006
6520,15318,0VrxmHAV90RI5y+6gCf95kVFoYg6MI0Lsd+k4083jsg=,9,27,male,7,20161128,20170930
6524,15333,+KixMi/8J0KXsTtNqjHMSWVf6ZmkVa2mqUcX5W5UhLg=,13,24,female,9,20120606,20171004
6529,15345,mfLCDKPJJCSpYnbJMp6GNc4gAcdI6znn+IsVgNJrRjM=,22,26,male,9,20060103,20170930
6531,15347,KmAJtsNcrofH6qMoHvET89mQAlC1EN3r3r3rkfW2iT4=,13,28,male,9,20161102,20171007
6532,15353,2PjP8INw7v8Wpa/2WUh36O3K+yM9kJA0caUM35mOoow=,1,21,male,3,20161217,20161218
6533,15357,tWWtJUdao+sn/JkAEAHjpNpmb875kjQ5U8Qmb3UVmZo=,15,22,male,3,20111228,20171022
6534,15359,7RPw3lUzXUfJLnT89bwOK8SzpTM1hMnvCkVQDFxvTzo=,9,24,female,7,20150117,20170902
6535,15363,NqSzRluOi1FxmTMy/U34s1fqtH9zRWwmpg1lMp/5twg=,15,20,male,4,20160209,20171011
6536,15367,6iIGftYfxKLbJE6CtaBhDoBKAADRww0ca62XE0IYEf8=,13,23,female,4,20160124,20170930
6537,15371,VPjdcG/qJ7ZsfkPdYoNrgoxiz308FgoObG9CUryp1Dk=,22,26,female,9,20120729,20170930
6539,15375,2y7rwYq5t4LvFmKmpBEC+f1lvf5Xt+e0ICW3aID3WHM=,13,25,male,7,20140131,20170930
6540,15376,O3ElkgfVd3DoJysnWAIgIPF4N3Y9LPmlm+aC5G+UXGY=,21,27,female,9,20080805,20161231
6543,15380,B199UtZpGtRoylTqueju5cwzqliBfy8iHLSMumSjW6g=,12,24,female,3,20140315,20170617
6547,15390,q5VgqTrEJoq/6/8l++RrtdB6CZvWsT56x1YmAmjcWDs=,13,22,female,3,20150531,20171005
6548,15391,dLWjIVdIKFNgVsXPxbj79s0ihnXZOVkovy+8f6+8yQk=,5,25,male,9,20141126,20171026
6550,15394,Wy0OHH6p2W0e4Jh7/Y0yOE9SWIVd9szlHdlcCC4Lk2g=,8,25,female,9,20090811,20161208
6554,15403,bRhb965NYevf8mmoJhZZhy53j9KAzaxES83bZBq/MHQ=,1,21,female,4,20151226,20170708
6556,15407,yanbsb+JxenTqCS2GEc6eGWYUSwnLiuIJVHZLagDbBE=,22,27,female,9,20151204,20171223
6557,15408,Ek8eiIieImRusebFpLBFVypyWH/CnYxUuJs5n1drAOM=,13,20,male,7,20151115,20170514
6558,15409,fh08aXzei+BPp0DG7cFwOOMQjaEKBFLDEN6JEyPHbO0=,18,25,male,9,20160130,20170914
6559,15410,tqPvPxpmPvh1Z52Gd9/IknXbI/h5uis0QdmV4gdKbBI=,5,28,male,4,20160327,20170609
6561,15415,Tuscx0W2PO1SumUA9Kx84lSiv/t5Gy+XLDowEC2dQok=,13,28,female,7,20160326,20170930
6563,15418,HMnbi3YeDOt5AChU49rgDUyBKIHkRbQVicGR0GIrzcM=,4,18,male,4,20160624,20161229
6566,15422,Srsbvqp0EpHAF6Sny8o+kmdjPNH5g8j3BmjfIwO7hoo=,22,24,male,7,20140623,20170908
6567,15429,yRNQgeKVV1olrAL3FFHIJ4cgdWus9Mq5nEhYrfpbyHY=,14,27,male,3,20131227,20171003
6568,15433,yWnqGHGaFsv2+IIWtUkc8AiKLCmR2oYBsEeuZ8TcgIM=,10,21,female,7,20130430,20170907
6570,15436,RqONsecYlv7Di4QVr9k0lzvqw7IApbP45TLRyLHGaDE=,13,24,female,9,20121126,20160811
6573,15451,axzWxoYO/8lfr4OpLUAYeuy4Bljl/iLTQoxC/pTYO7c=,1,22,male,3,20150312,20171004
6574,15453,eZUuewDo60rcRr+6+Rlj926gcP+/bFo/INn2I/b+Kyk=,22,25,female,4,20160110,20170914
6577,15462,7PNl5Ya6jTdrQNIbBeBJBBdQvaeoDb2+Ss8sm2wu23A=,1,18,female,4,20161109,20170102
6578,15470,tPUGdc0wgplgMR7YxXrW1yt92fHvFILNkMAx0ZjAY54=,15,28,male,9,20160915,20170729
6583,15484,WnImevZ8TAlnWLtOiQXbPk6EixspYljiCPKsLy+G5JU=,4,27,male,9,20111115,20170927
6584,15486,q7rY5rFxqLBg5mqjaCo8TWHA+3QIYF0I8C+NLUaCmTM=,5,28,female,9,20101214,20170930
6585,15494,s3yKGkFLRCXDIlu0QZvQN98GSGRxCO0ON20eJFkO13k=,13,25,male,3,20140408,20170814
6589,15502,inPuppqP4Byn6nhfW6IxwtsUb/DfGoad1OEY3c0ijKk=,15,23,female,3,20170225,20170228
6590,15503,rMPjiMNJgXyM5rweIH2LdwCOwNNecU28v/dPmyGeVr8=,5,21,male,3,20161219,20170621
6593,15508,9/q0+anyx4WH4ydiMTdkINStgM68tPmpCNtTlLtWJm0=,1,24,female,4,20151128,20170910
6594,15509,fwF5m5TVDeFB0HMdE3gUxxflp5tGDt7losOupprhJN4=,9,24,female,9,20060429,20170930
6596,15513,gr33mnFYgoN/pJknti3dgz3/h0YmHIh5elk5P51hJIg=,4,22,female,7,20130708,20170925
6598,15519,sB0PjhJDj8SOagA19V1I+aWnoDX5z22s2wDzBH78D6s=,13,18,male,3,20130710,20171025
6600,15523,aJsxRu0C96mgle7WtAegY2HLPUqxOXvNUn+G9rDC3BM=,13,24,female,9,20070216,20170907
6604,15541,+MULucQvHjXpnKyHVxcXaoNEXIer4AJIXiFf8B3egKU=,5,23,male,9,20140506,20170920
6605,15544,hzPMOZ5vuVlXFNJLLpWpXmaGwcMgusEFJ+PDpovBa3w=,5,20,female,4,20160929,20170630
6607,15556,fSg/30grSieZS1Q/5JNWPw5Km+v748nSzM0TNE5cTDI=,15,26,male,3,20131110,20170926
6608,15563,oyZmX+vgghM7nwjtOHjxBZziWET43Re1cYCX/pmfaO8=,1,18,female,3,20150818,20170922
6609,15564,2AuaeP5blev17Z+QKcNOI7TSRywy1UDgo+SBrH5Cpco=,8,22,male,7,20140126,20170930
6613,15573,Shnl+anDV5Vvn2oooXIV5aot2g6r/nI/urZq0UcCgbw=,14,18,male,3,20160211,20160218
6614,15576,AJIKXlh8Q3AetWfKBeVeuu8rWcOP+IjtdP1/zPTBtd4=,9,26,female,9,20090819,20171029
6617,15583,EwaD5yuFiyTQJ92KdvT2TxDhZoKGcTAHxYPp1rtBz7w=,5,20,female,3,20160126,20170314
6618,15584,2kLWrlJuW+SpxviyamnQzjCe6bCs791sRdLZkss/8WM=,11,26,female,3,20121213,20170920
6619,15585,LkwuWC5tCnMWkU2m1gxB3BfzmQoTxyM8NuhmM5e8C4Q=,15,28,male,9,20051231,20171018
6625,15604,XDpFGoeaLvkE/1i7GSKM2tX/FC//DWOlxA/cURuojtQ=,13,23,male,3,20150909,20171017
6627,15608,cffJSQlv2LKUr+upf7NyuLh/5hbnG66ZJJvbGh0L4KM=,18,20,female,4,20160102,20161105
6629,15616,ormZQplzwesMwp/WNAzUIDGSCmK0QoBHljT4Z6O/5eY=,6,23,male,9,20110306,20170912
6630,15621,kdN5J/Z70Pkcd17EUBsVYppezeQ1kr26dsxBS1mnMVI=,5,23,female,4,20170106,20171004
6633,15631,xmI7Y3viR9RiJHy+03RaApaWQg+V7F1ELlbGlTSshJ8=,22,23,female,3,20140104,20170925
6634,15632,NkamO4pB64g4fxTiO13GUDRvp/MuyXhvZQF7tqdEm+M=,6,24,male,9,20110713,20170918
6635,15634,73ZcnL8AWvPGmVuS/7RC8J0tknKLdX3dfH2c493J2xg=,8,26,male,3,20131206,20170930
6636,15636,C4d40LLFdMS5cjqCbrWHeKrku9tqiZ34JyGcpHKvCS4=,13,27,male,9,20070715,20170918
6637,15639,57h3vUJ2+HlZSPafPfeFEopUGHJIkuk92oa7iuN7lRs=,14,19,female,3,20140210,20170509
6640,15643,IQcSVxJvXJcrM5I7nsv5Ft1D9idlFWMy0G8ZH66OEOM=,5,27,female,3,20150421,20170817
6644,15662,JD8CfWKheRSST9D10iIwx2sp2zffM51rNGwKYG6pemE=,15,27,male,9,20160325,20170427
6648,15670,GYGjKw0Lc1wYws2yb+bJN50BlGxKlVzA4nvWzdjWPo0=,5,23,male,7,20130822,20170913
6652,15674,429zHlniTQZCBCKsO70Gpy5YUGXJCfDOmUCgamZv3HE=,5,25,male,3,20131022,20170911
6653,15675,wAz93s4JEGV8TR6/6OjDD+Gj6VnpXROJ6HcPqE4oXV4=,15,24,male,9,20110725,20171028
6654,15677,LYjDuIB72X6FtqjJiuseh10kHYfc37Oip7l7yCfo/s4=,1,24,female,4,20160619,20161204
6655,15679,MWyIWTazIjIOVwzNWWV5u60YywjmoM2ld02sru7BHRw=,13,20,male,3,20150722,20170924
6657,15688,U7TgRxb32vJye3DknE1yGc9zQAvyAeOyLmb4KXb6msg=,13,25,female,7,20120517,20171222
6659,15690,G4Xko3cCUkri+K4vyx8Xyev3wtgIO0dyx0M4gWN6gdo=,15,26,female,9,20121014,20170930
6660,15693,xz9KwzDpYK37T6o1xKfNaQxxwHGNAhYjU8izTW2VTVI=,6,21,male,9,20080126,20180220
6662,15699,nMFUFMJKqSHcjY78m6MWHs0qcsDQPyrKTgas2gN52/E=,9,21,female,9,20141106,20170922
6664,15708,mxGXmmQza/nMXJ/Z9140yG06nxd+Nx4iz2oB/zV6quE=,13,25,female,9,20081124,20181025
6665,15711,W23aHR/enKRL53SRtdO+IOEB2R9eUBTKBXCbo6eL9zY=,13,20,male,3,20150214,20170815
6666,15719,mzRz0JJO4frj461aFe4o+3KzdMwcdb+VKg476ZwrKt8=,9,18,female,9,20161213,20170115
6667,15721,oh8qPFE9Ylv9w+eypR+BXO/D4rsFw6GE4aAggc29xOA=,15,28,female,3,20170112,20170113
6676,15737,JVhD20R1AK+Xb6y7QylVBDh3dXsuE67v5I2W7Sba1uU=,22,22,male,9,20110826,20170924
6678,15740,193ciuCfLLP4LPVF+BIGuLe+nZbfFlG2b5Vysdfq6sc=,5,25,female,9,20120604,20171006
6683,15751,jZ7yZjVkrC0d/iBbuHiht2l0zvPQZrbDQ1Uqh55yqMk=,5,25,male,9,20070825,20171004
6685,15753,S00EW7nuPfK9gSLnCcqXlh0einBL8btJ3H5K6lL1iIc=,5,24,male,7,20150629,20170930
6686,15755,AkNucCynwsGz0WvybZwfC5f6I5bv/BfSkuF6rbCNZU4=,5,22,male,7,20120703,20171006
6687,15756,VYf3JgLTjtFuks3/D5aqofSU/Fscp8l2vBzjM0cJfCg=,4,18,female,7,20151121,20170814
6688,15758,XyqTyQdDkjyvyVlF9HQEQMC7jpTt6uhfP0OElaBLckE=,15,28,male,9,20150410,20170930
6690,15760,poZISBy1zA1L2qYhKhkchrHSy5/9Rr1XUCesSH9Z7lo=,14,26,female,9,20050707,20170909
6693,15763,UKCt+WTEaqMcjIKkwqj2PYF+A4PJ97v1dEQeKAkhCJ0=,8,25,male,3,20121027,20170930
6695,15778,IG9WXUx5YO2wGJsvl2qvXWYveTpznxiGYGpqkb7n4X0=,5,27,male,9,20121101,20171001
6696,15782,GH1HQG/XTxKBdsgxn2QIBue5GeON+8JeJ593Sz1utC0=,5,25,male,3,20140403,20170608
6697,15784,D7qTwIeK391cjQBZY8Xp6shG+6JziyZJU8Kz3eUfXnk=,4,25,female,3,20140609,20170913
6699,15789,2fHMXHvFCy4xFB9PM5SveGF4Zjidcj/7b2qHt36z5gQ=,15,26,male,4,20161013,20161214
6700,15791,rtnLWUpQlVT6xu4EUbhmWfHW8/6G+I1dt8XWVpZ3t/A=,13,20,male,4,20161019,20171215
6703,15797,Af0RMDI8xgyIe1MhctuaiA8b+rTC8hT/bp7zLWtOfVw=,14,19,male,7,20130910,20170919
6704,15798,UE5lNVAMOEZh7317dEvDSr0tsydiYGnhP5jWEIffawE=,13,25,male,9,20070917,20171001
6706,15802,oMloK9hDGUaB2KCt4yadFHi5cHo2u++gyHOJqQQ9fGk=,4,28,female,9,20081202,20171008
6710,15811,hJMdp7aTPrgAgLZd6spoFaa1ngEjDImCdlDrJ3TUrCA=,5,18,male,7,20151121,20170920
6712,15814,R7iYd8+ZpF46HQk6HSQJr71vKUcc+zSc+wZV2kc5rE8=,4,18,male,9,20150617,20170902
6715,15819,Wgaeln568glzXyUwf9Hdr1HRR5UUyhyw/kMg1h3VivE=,22,22,female,3,20161202,20161203
6716,15826,AcCAm3NnsXQAbGOAV0wc5AN33ZMl5UbJqSs974VmpaY=,15,28,female,9,20051009,20171106
6717,15827,22ooxe8hoILvJS55n9l9pWdrUjcdA1YFIClsCi2g5fY=,22,23,male,9,20070810,20171019
6719,15836,IFESfvO8k77RzKqhPy4WTll9x5O6RhQymjiOCkV1YGE=,15,27,male,9,20060322,20170930
6725,15844,BUeLt2q/COWnEhX8Yw2+iQ0mMZyJ5LQKxFjHDbBDqDo=,22,20,female,9,20130813,20170909
6726,15846,imATvo+KUPk7+tlkutygKObvURGamNtOmiC1TPomqtM=,15,25,male,3,20140918,20171024
6727,15849,L6ZR30e7YmHUiXGyzLM6uNob3jd+srajAs8v9L2ohNw=,12,28,male,9,20131019,20170612
6728,15853,zuy5gJb3Cr9d6GOUZF/s5OhM/MGqCveCMz3UItulwq8=,22,20,male,4,20170114,20170919
6732,15861,R5KR3hewEuzF7DxiFwNxKt/qxbAq9YsBlWCTLJQFFB4=,13,25,male,9,20111028,20171030
6733,15862,ZaPFO1ng98iQRlLTVDOi6ww9z4C2KGXzYyhE/9Fce2Q=,12,23,male,3,20130808,20161214
6734,15863,tN9QjMi38Tw9+sjHbUumA0Lxnb2eIxL95FVsy66znsE=,22,23,male,3,20130918,20171007
6735,15864,3+WLUpABRQZarkdIaSSHNQgXMZvmKdHxHQ9gBEyTMDY=,5,20,female,7,20150827,20171006
6736,15873,lCJVKpwOSIUmRbNGm/U5nhQGcFC2ffzCZQF1DaY270U=,13,18,male,7,20160904,20171006
6738,15881,RFJf7tPngP4UFBmHgv6lI7hGu2iwim/KTyf/lcK9RWk=,4,22,male,9,20111026,20170420
6740,15884,0dMzg0v41sxz8tjeVkmqumDG3d7B9MrC68KmkJtKJfg=,15,23,female,9,20140614,20170809
6741,15895,+hkOfI/Npl0xS4Qaf4v/Z+QTOYEfUP0NzRwJDe8imXU=,15,26,female,9,20151114,20171016
6745,15906,ogpqvgHiFDiJ+N4Sc66e+hv4eXmXBx9VQ5HxXJrG2Rg=,10,19,male,9,20160116,20180117
6746,15907,O1u1arkJNUNQgN7SzU7aUic6zjw2Ou4GfTbz57cNr1o=,13,22,male,9,20150516,20170714
6747,15909,q3jMipBxmadVp/e+i0J7e6/9ny7gtim7QN6PDwRAu9s=,4,27,female,7,20160208,20170922
6749,15911,gSyTpU+PvVjMqSSIErhGpF+LHjkWkRE8IACvK3gJ/XM=,13,19,female,3,20150317,20170818
6754,15918,QAow7L4Q4VChJVKEvcUikqR/1GZKDZ9ikm3frfmu944=,4,21,female,9,20070908,20180125
6755,15920,Q3JNdYMfaPBdrpxy8tIGFigF1ApkvTScscZwVWZZCYk=,1,18,female,3,20150402,20180312
6756,15921,yavPgR3GiT62+K0ctVzuhQpGbAwZFCPu5wXRGyJ7o94=,22,20,female,3,20150423,20150430
6758,15925,XXZlqzOTFrsNEiO6auTWoog4c6Dvem2mPv2UwbeMaOw=,4,28,female,7,20140211,20170913
6761,15936,4clHF4wjaFgY6+nQWoXm1EEAvBk/UiGE/Yw/2wW9Toc=,13,24,female,9,20111101,20170930
6762,15938,LpD3s2L7LuKynTwV4dVXry1KTJ33uqSe+TqhbUjzh1k=,9,24,male,7,20130219,20170930
6768,15963,lJq9LWN+BMq428kjKOXkQthqqIOIPGGSMzPhnn4FObY=,13,22,male,3,20150831,20171017
6773,15972,mRFvXEORUb/UvGDC/hV3RQ13G6J5X3TtoLqMRJ7iYq4=,12,25,male,3,20141224,20170611
